ticker,published_at,headline,summary,event_type,source,fetched_at
AAPL,2026-07-21T20:25:00Z,Warren Buffett's Berkshire Hathaway Owns Zero Pure-Play AI Stocks. But This 2016 Acquisition Gives It Exposure to the Data Center Boom.,A Berkshire acquisition from 10 years ago gives the Oracle of Omaha's conglomerate exposure to the data center proliferation trend.,M&A,yfinance,2026-07-22T12:20:48.089065Z
AAT,2026-07-17T14:12:00Z,"Zacks Industry Outlook Highlights Phillips Edison, Tanger and American Assets Trust","Retail REITs are benefiting from strong leasing demand and limited new supply, with Phillips Edison, Tanger and American Assets Trust positioned to capitalize.",NEWS,yfinance,2026-07-22T12:20:48.089065Z
AAT,2026-07-16T18:36:00Z,3 Retail REITs Poised to Benefit From Leasing Strength and Low Supply,"Phillips Edison, Tanger and American Assets Trust stand to gain as essential retail demand, tight supply and strong leasing support growth.",NEWS,yfinance,2026-07-22T12:20:48.089065Z
AAT,2026-07-16T12:00:34Z,"This Hot Income Stock Is Up 35% This Year, With A Robust Yield",REIT stock American Assets Trust has surged 35% year to date while rewarding investors with a robust dividend yield.,NEWS,yfinance,2026-07-22T12:20:48.089065Z
AAT,2026-07-01T01:04:01Z,"American Assets Trust's Executive Chairman Bought 10,000 Company Shares. Here's What That Means for Investors.","This West Coast-focused REIT, known for its diversified property portfolio, just reported a recent insider buy in SEC filings.",NEWS,yfinance,2026-07-22T12:20:48.089065Z
AAT,2026-06-26T17:31:00Z,Is Holding Kimco Realty Stock Still a Smart Move for Your Portfolio?,"KIM benefits from strong leasing, high occupancy and redevelopment, but faces e-commerce, competition and debt headwinds.",NEWS,yfinance,2026-07-22T12:20:48.089065Z
AAT,2026-06-17T15:55:36Z,"Executive Chairman Buys 10,000 Shares of American Assets Trust Near 18-Month High Price","With a diversified real estate portfolio across major U.S. markets, this REIT reported insider buying amid a 27% one-year price gain.",NEWS,yfinance,2026-07-22T12:20:48.089065Z
AAT,2026-06-08T21:37:00Z,An inflation storm is brewing in the Pacific Ocean — and your portfolio isn’t ready,A looming climate shock threatens to drive up global commodity prices. These investments can help protect your purchasing power.,NEWS,yfinance,2026-07-22T12:20:48.089065Z
AAT,2026-06-07T00:07:00Z,"Is American Assets Trust a Buy After the Executive Chairman Purchased 10,000 Shares?",This diversified REIT focused on high-barrier U.S. markets reported a recent insider buy amid a year of strong total returns.,NEWS,yfinance,2026-07-22T12:20:48.089065Z
AAT,2026-04-30T07:14:52Z,American Assets Trust Inc (AAT) Q1 2026 Earnings Call Highlights: Strong Leasing Activity and ...,"American Assets Trust Inc (AAT) reports robust office leasing and credit facility upsizing, while navigating challenges in retail and mixed-use sectors.",NEWS,yfinance,2026-07-22T12:20:48.089065Z
AAT,2026-04-30T02:41:59Z,American Assets Trust Q1 Earnings Call Highlights,"American Assets Trust (NYSE:AAT) reported first-quarter 2026 funds from operations (FFO) of $0.51 per diluted share and net income attributable to common stockholders of $0.08 per share, as management pointed to steady performance across its diversified portfolio and increased leasing momentum in of",NEWS,yfinance,2026-07-22T12:20:48.089065Z
AAUC,2026-07-21T08:29:00Z,New Strong Sell Stocks for July 21st,"AAUC, ABR and AUGO have been added to the Zacks Rank #5 (Strong Sell) List on July 21, 2026.",NEWS,yfinance,2026-07-22T12:20:48.089065Z
AAUC,2026-06-13T20:45:08Z,Is Allied Gold Corporation (AAUC) A Good Stock To Buy Now?,"Is AAUC a good stock to buy? We came across a bullish thesis on Allied Gold Corporation on The Mispricing Desk’s Substack. In this article, we will summarize the bulls’ thesis on AAUC. Allied Gold Corporation’s share was trading at $25.66 as of June 8th. AAUC’s forward P/E was 5.29 according to Yahoo Finance. Allied Gold Corporation, […]",NEWS,yfinance,2026-07-22T12:20:48.089065Z
AAUC,2026-05-29T12:35:58Z,3 TSX Growth Stocks With Insider Ownership Up To 22%,"As the Canadian market navigates rising yields that could challenge equity performance, investors are closely monitoring how these changes impact valuations and opportunities across sectors. In this environment, growth companies with significant insider ownership can be particularly appealing, as they often signal management's confidence in the business's long-term prospects and alignment with shareholder interests.",NEWS,yfinance,2026-07-22T12:20:48.089065Z
AAUC,2026-05-28T19:08:18Z,Yakira Capital Loads Up on Shares of This Gold Stock,"Allied Gold operates open pit mines across West and East Africa, producing gold and silver for global markets.",NEWS,yfinance,2026-07-22T12:20:48.089065Z
AAUC,2026-05-28T12:35:52Z,TSX Growth Stocks With High Insider Ownership To Watch,"The Canadian market has been navigating a landscape of rising yields, which could challenge equity performance following a robust two-month rally. As investors assess the implications of higher rates and their impact on valuations, growth companies with high insider ownership can offer unique insights into potential resilience and alignment with shareholder interests.",NEWS,yfinance,2026-07-22T12:20:48.089065Z
AAUC,2026-05-26T12:35:52Z,Top TSX Growth Stocks With Insider Ownership May 2026,"As the Canadian market navigates rising yields and their potential impact on equity performance, investors are closely monitoring how these economic shifts might influence valuations and investment strategies. In this environment, growth companies with high insider ownership can offer a compelling opportunity, as insider stakes often signal confidence in the company's long-term prospects amidst evolving market conditions.",NEWS,yfinance,2026-07-22T12:20:48.089065Z
AAUC,2026-05-19T08:10:36Z,Assessing Allied Gold (TSX:AAUC) Valuation After Recent Share Price Pullback And Strong One Year Returns,"Allied Gold stock following recent share price moves Allied Gold (TSX:AAUC) has drawn attention after recent share price moves, including a decline of around 3% over the past day and about 11% over the past month. See our latest analysis for Allied Gold. Despite the recent pullback, with the share price down 11.01% over the past 30 days and 9.14% over the past 90 days, Allied Gold still shows a year to date share price return of 22.84% and a very large 1 year total shareholder return of...",NEWS,yfinance,2026-07-22T12:20:48.089065Z
AAUC,2026-05-19T07:16:32Z,Allied Gold (AAUC) Reports 1Q2026 Financial and Operational Results,"Allied Gold Corporation (NYSE:AAUC) is one of the 8 Best Debt Free Gold Stocks to Buy. On May 14, 2026, Allied Gold Corporation (NYSE:AAUC) reported financial and operational results for the first quarter of 2026. The company produced 96,016 ounces of gold during the quarter, representing a 14% increase from the prior-year period and broadly […]",NEWS,yfinance,2026-07-22T12:20:48.089065Z
AAUC,2026-05-16T17:58:05Z,This Gold Stock Is Up 140%. One Investor Has Made It a 15% Portfolio Holding,Toronto-based Allied Gold operates producing mines and advanced-stage gold projects across West and East Africa.,NEWS,yfinance,2026-07-22T12:20:48.089065Z
AAUC,2026-05-14T23:50:36Z,Allied Gold Stock Has Soared 150%. One Fund Has Taken a Nearly 8% Portfolio Stake,"Allied Gold Corporation operates gold and silver mines across Africa, with core assets in Mali, Côte d'Ivoire, and Ethiopia.",NEWS,yfinance,2026-07-22T12:20:48.089065Z
AB,2026-07-21T20:30:00Z,"JPMorgan, Goldman Set for $100 Million Paydays on SoftBank’s Record Loan",(Bloomberg) -- Global banks are poised to reap a windfall from SoftBank Group Corp.’s unprecedented borrowing binge as they fund the debt-laden conglomerate’s enormous artificial intelligence bet.Most Read from BloombergApple to Launch ‘Upgrade’ Device Leasing Program With Klarna to Spur SalesChina AI Sensation Moonshot’s Gamble on Big Models Pays OffYemen’s Houthis to Impose Maritime Blockade on Saudi ArabiaTrump Vows 50% Tariff on Canadian Goods Using Depression-Era LawUS Allies in Persian Gul,NEWS,yfinance,2026-07-22T12:20:48.089065Z
AB,2026-07-17T20:56:44Z,ETF Share Class: The Key to Unlocking Retirement Assets?,"<p>The ETF share class takeoff remains sluggish, but once it gains traction, it could become the key to unlocking trillions in trapped assets for investors. AllianceBernstein’s Julie Gunts shares the latest thinking on the subject, where AB fits into the mix currently, and how the firm thinks about and approaches innovation in this conversation from the 2026 ICI ETF Conference. </p>",NEWS,yfinance,2026-07-22T12:20:48.089065Z
AB,2026-07-16T14:32:05Z,Wonder Raises $650 Million at $9 Billion Valuation,"Wonder continues to attract investor confidence as the food technology company expands its restaurant platform, announcing Thursday that it raised $650 million in a Series D funding round that values the business at $9 billion before the investment. Existing investors Accel, GV, and New Enterprise Associates participated in the round, joined by new investments from […]",NEWS,yfinance,2026-07-22T12:20:48.089065Z
AB,2026-07-16T12:55:00Z,Exclusive: Marc Lore says Wonder is gearing up for an IPO after raising $650 million at a $9 billion valuation,"Wonder, which owns Grubhub and Blue Apron, is betting robotics, AI, and a nationwide expansion can reshape restaurant delivery before going public.",NEWS,yfinance,2026-07-22T12:20:48.089065Z
AB,2026-07-09T11:00:01Z,Is AGDYX a Strong Bond Fund Right Now?,MF Bond Report for AGDYX.,NEWS,yfinance,2026-07-22T12:20:48.089065Z
AB,2026-07-09T06:13:24Z,"AllianceBernstein Holding (AB) Margins And Private Markets Drive The Narrative, Is It Fully Valued?","AllianceBernstein Holding (AB) has drawn investor interest after recent market moves, with the stock last closing at $36.39. The diversified investment manager's mixed return profile and earnings trends are prompting closer attention. See our latest analysis for AllianceBernstein Holding. While AllianceBernstein Holding's share price slipped around 1% over the last trading day and is down about 6% year to date, the 3 year total shareholder return of roughly 46% suggests longer term holders...",NEWS,yfinance,2026-07-22T12:20:48.089065Z
AB,2026-07-08T19:14:30Z,AllianceBernstein (AB) Stock Looks Fairly Valued But Overvalued On Earnings,"AllianceBernstein Holding has delivered a strong 50.5% share price gain over the past three years. Its current checks point to a stock that looks roughly in line with an intrinsic value estimate, while traditional earnings multiples lean on the expensive side. This mix, together with a mid range valuation score, leaves investors weighing how much of the recent progress is already reflected in the price. The 50.5% return over three years shows that long term holders in AllianceBernstein...",NEWS,yfinance,2026-07-22T12:20:48.089065Z
AB,2026-07-07T05:37:52Z,AllianceBernstein Backs Long Island Industrial Expansion,AllianceBernstein's Long Island industrial development loan funds Rechler's Medford expansion as demand supports new logistics space.,NEWS,yfinance,2026-07-22T12:20:48.089065Z
AB,2026-07-02T13:33:19Z,Bond Investors Pull Back as Central America Rallies Go ‘Too Far’,"(Bloomberg) -- Investors are pulling back from a niche trade in Central American and Caribbean government bonds that delivered some of the best returns in emerging markets in recent years.Most Read from BloombergExxon to Change Name for First Time in Decades After RedomicileMeta Is Planning a Cloud Business to Sell AI Computing PowerKrafton Agrees to Pay ‘Subnautica 2’ Bonuses as Developer’s CEO ResignsUS Decides Against Renewing USMCA, Shifting to Rolling TalksRussia Indicates Ukraine Fired Lon",NEWS,yfinance,2026-07-22T12:20:48.089065Z
AB,2026-06-30T11:00:02Z,Is AGDCX a Strong Bond Fund Right Now?,MF Bond Report for AGDCX.,NEWS,yfinance,2026-07-22T12:20:48.089065Z
ABBV,2026-07-22T01:10:10Z,How Investors May Respond To AbbVie (ABBV) Securing EU Approval For Short-Acting Boey Aesthetic Toxin,"In July 2026, Allergan Aesthetics, an AbbVie company, received European Commission approval for Boey (trenibotulinumtoxinE), a rapid-onset, short-duration botulinum neurotoxin serotype E for adults with psychologically impactful moderate to severe glabellar lines, following similar approval in Canada. As the first approved serotype E neurotoxin in Europe with effects beginning as early as eight hours and lasting about two to three weeks, Boey broadens AbbVie’s aesthetics portfolio with a...",NEWS,yfinance,2026-07-22T12:20:48.089065Z
ABBV,2026-07-21T22:50:00Z,3 Reasons to Buy AbbVie Stock Like There's No Tomorrow,It looks like a great buy-and-hold option.,NEWS,yfinance,2026-07-22T12:20:48.089065Z
ABBV,2026-07-21T21:45:01Z,AbbVie (ABBV) Beats Stock Market Upswing: What Investors Need to Know,"AbbVie (ABBV) closed at $256.18 in the latest trading session, marking a +1.11% move from the prior day.",NEWS,yfinance,2026-07-22T12:20:48.089065Z
ABBV,2026-07-21T20:04:42Z,Eli Lilly Stock And The Price Of Confidence,"Management lifted its profit outlook, and investors have more than quadrupled that bet. The question now is what they're really paying for.",NEWS,yfinance,2026-07-22T12:20:48.089065Z
ABBV,2026-07-21T18:31:45Z,AbbVie Stock Zigs When The Market Zags,"This pharma giant is grabbing headlines, but its real value for your portfolio lies in how it moves on the market's worst days.",NEWS,yfinance,2026-07-22T12:20:48.089065Z
